Lesson,Board,Seat,Fingerprint,Card,Who,Quality,FetchedAt
Transfers,19,W,e99110974e9bfc46,C2,NN - bad quality samples,-1,2026-08-31T03:00:26Z
Transfers,20,W,14f07f8644389130,S2,Simulation (make/set DD),0.8214,2026-08-31T03:00:32Z
Transfers,21,W,5f9eb1ac0bf3b450,S4,Simulation (make/set DD),0.7648,2026-08-31T03:00:36Z
Transfers,22,W,9847581d5ea483e1,S8,Simulation (make/set DD),0.8373,2026-08-31T03:00:45Z
Transfers,23,W,709f5ef5b59269ab,S6,Simulation (make/set DD),0.6991,2026-08-31T03:00:47Z
Transfers,24,W,e62e2013a7a72edd,D7,Simulation (make/set DD),0.7815,2026-08-31T03:00:52Z
Transfers,25,S,ad9b60bb49b57c97,DA,Simulation (make/set DD),0.7336,2026-08-31T03:00:55Z
Weak2,1,W,1e341085af6cc5bd,CT,Simulation (make/set DD),0.8059,2026-08-31T03:00:57Z
Weak2,2,E,0da062bc26b2a4b8,CT,Simulation (make/set DD),0.7937,2026-08-31T03:01:05Z
Weak2,3,W,fcfb1bda69c338f3,DK,Simulation (make/set DD),0.8258,2026-08-31T03:01:11Z
Weak2,4,W,87b19834a3b408ea,H9,Simulation (make/set DD),0.676,2026-08-31T03:01:13Z
Weak2,5,W,e0e4319fb5484648,C3,Simulation (make/set DD),0.7721,2026-08-31T03:01:17Z
Weak2,6,E,41bead2a3bada92c,HK,Simulation (make/set DD),0.81,2026-08-31T03:01:21Z
Weak2,7,W,a1ba1ebb4da4310c,S5,Simulation (make/set DD),0.6969,2026-08-31T03:01:24Z
Weak2,8,E,2e64a7e82fb38405,DK,Simulation (make/set DD),0.6743,2026-08-31T03:01:26Z
Weak2,9,E,3f1eb853112895ea,H2,Simulation (make/set DD),0.7357,2026-08-31T03:01:32Z
Weak2,10,E,fa429971b1a09d7d,D4,Simulation (make/set DD),0.8018,2026-08-31T03:01:34Z
Weak2,11,W,f2f7f90bb52c04be,CQ,Simulation (make/set DD),0.7958,2026-08-31T03:01:39Z
Weak2,12,E,caafa9eb8eb5b2b4,D2,Simulation (make/set DD),0.781,2026-08-31T03:01:42Z
Weak2,13,E,988952ecbb78d8e0,HJ,Simulation (make/set DD),0.7404,2026-08-31T03:01:46Z
Weak2,14,E,11e1f06e988a06fb,D2,Simulation (make/set DD),0.7988,2026-08-31T03:01:48Z
Weak2,15,W,a8e8e3f6952cf2ca,DJ,Simulation (make/set DD),0.8078,2026-08-31T03:01:50Z
Weak2,16,W,38c64e9ec1f6a268,SK,Simulation (make/set DD),0.7362,2026-08-31T03:01:53Z
Weak2,17,E,aeb472e52fc3c785,CK,Simulation (make/set DD),0.673,2026-08-31T03:01:56Z
Weak2,18,E,bde56238f6b6b7f6,HQ,Simulation (make/set DD),0.569,2026-08-31T03:01:57Z
Weak2,19,E,17609752b9767c95,C7,Simulation (make/set DD),0.7095,2026-08-31T03:01:59Z
Weak2,20,W,dca24d545e9ba2f7,DK,Simulation (make/set DD),0.7384,2026-08-31T03:02:03Z
100Deals,50,W,c59f890416d8b449,HQ,Simulation (make/set DD),0.4727,2026-08-31T03:04:31Z
